npm_mahasiswa,jenis_semester,tahun_semester,kode_kelas,kode_matkul,nama_matkul,sks_matakuliah,total_hadir,total_pertemuan,total_terlaksana,total_tidak_hadir,kode_nilai,kategori_matakuliah
1931077,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931077,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931077,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931077,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931077,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931078,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931078,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931078,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,B,Logical Thinking
1931078,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,C,Manajemen 
1931078,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,B,Basis Data
1931078,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931078,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,C,Logical Thinking
1931078,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931079,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931079,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931079,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931079,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931079,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931079,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931079,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931079,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931080,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931080,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931080,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931080,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,D,Manajemen 
1931080,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931080,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,B,Website Making
1931080,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,D,Logical Thinking
1931080,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931082,ganjil,2020,3SIMA,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931082,ganjil,2020,3SIMA,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931082,ganjil,2020,3SIMA,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931082,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931082,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931082,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931082,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931082,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931083,ganjil,2020,3SIMC,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931083,ganjil,2020,3SIMC,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931083,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931083,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931083,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931083,ganjil,2020,3SIMC,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931083,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,B,Basis Data
1931083,ganjil,2020,3SIMC,SI00165,Pemograman Web,3,0,0,0,0,B,Website Making
1931084,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931084,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,B,Logical Thinking
1931084,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931084,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,B,Basis Data
1931084,ganjil,2020,3SIMC,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931084,ganjil,2020,3SIMC,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931084,ganjil,2020,3SIMC,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931084,ganjil,2020,3SIMC,SI00165,Pemograman Web,3,0,0,0,0,C,Website Making
1931085,ganjil,2020,3SIMA,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931085,ganjil,2020,3SIMA,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931085,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931085,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931085,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931085,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931085,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931085,ganjil,2020,3SIMA,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931086,ganjil,2020,3SIMA,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931086,ganjil,2020,3SIMA,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931086,ganjil,2020,3SIMA,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931086,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,B,Logical Thinking
1931086,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931086,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931086,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931086,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931087,ganjil,2020,3SIMC,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931087,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931087,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931087,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931087,ganjil,2020,3SIMC,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931087,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,B,Basis Data
1931087,ganjil,2020,3SIMC,SI00165,Pemograman Web,3,0,0,0,0,B,Website Making
1931087,ganjil,2020,3SIMC,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931088,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,C,Logical Thinking
1931088,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931088,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931088,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931088,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931088,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931088,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931088,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931089,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931089,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931089,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931089,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931089,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931089,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931089,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,B,Website Making
1931089,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931090,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931090,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931090,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931090,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931090,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931090,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931090,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931090,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931091,ganjil,2020,3SIMC,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931091,ganjil,2020,3SIMC,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931091,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931091,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,B,Logical Thinking
1931091,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,E,Manajemen 
1931091,ganjil,2020,3SIMC,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931091,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,C,Basis Data
1931091,ganjil,2020,3SIMC,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931092,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931092,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,B,Logical Thinking
1931092,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,D,Manajemen 
1931092,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931092,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,C,Website Making
1931092,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,C,Logical Thinking
1931092,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931092,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931093,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931093,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931093,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931093,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931093,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931093,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931093,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931093,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931094,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931094,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931094,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931094,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931094,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931094,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931094,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931094,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931095,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931095,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931095,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931095,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931095,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931095,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931095,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931095,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931096,ganjil,2020,3SIMC,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931096,ganjil,2020,3SIMC,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931096,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931096,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931096,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931096,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,B,Basis Data
1931096,ganjil,2020,3SIMC,SI00165,Pemograman Web,3,0,0,0,0,B,Website Making
1931096,ganjil,2020,3SIMC,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931097,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931097,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931097,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931097,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931097,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931097,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931097,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931097,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931098,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931098,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931098,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931098,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931098,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931098,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931098,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931098,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931099,ganjil,2020,3SIMA,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931099,ganjil,2020,3SIMA,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931099,ganjil,2020,3SIMA,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931099,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931099,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931099,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931099,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931099,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931100,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931100,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931100,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931100,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931100,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931100,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931100,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931100,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931101,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931101,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931101,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931101,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931101,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931101,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931101,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931101,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931102,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931102,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931102,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931102,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931102,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931102,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931102,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931102,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931103,ganjil,2020,3SIMC,SI00150,Matematika Sistem Informasi,3,0,0,0,0,B,Logical Thinking
1931103,ganjil,2020,3SIMC,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,B,Logical Thinking
1931103,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931103,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931103,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931103,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,B,Basis Data
1931103,ganjil,2020,3SIMC,SI00165,Pemograman Web,3,0,0,0,0,C,Website Making
1931103,ganjil,2020,3SIMC,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931104,ganjil,2020,3SIMD,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931104,ganjil,2020,3SIMD,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931104,ganjil,2020,3SIMD,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931104,ganjil,2020,3SIMD,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931104,ganjil,2020,3SIMD,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931104,ganjil,2020,3SIMD,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931104,ganjil,2020,3SIMD,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931104,ganjil,2020,3SIMD,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931105,ganjil,2020,3SIMA,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931105,ganjil,2020,3SIMA,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931105,ganjil,2020,3SIMA,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931105,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931105,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931105,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931105,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931105,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931106,ganjil,2020,3SIMA,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931106,ganjil,2020,3SIMA,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931106,ganjil,2020,3SIMA,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931106,ganjil,2020,3SIMA,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931106,ganjil,2020,3SIMA,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931106,ganjil,2020,3SIMA,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931106,ganjil,2020,3SIMA,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931106,ganjil,2020,3SIMA,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931107,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931107,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931107,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931107,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931107,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,B,Manajemen 
1931107,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931107,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931107,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931108,ganjil,2020,3SIMB,SI00150,Matematika Sistem Informasi,3,0,0,0,0,A,Logical Thinking
1931108,ganjil,2020,3SIMB,SI00265,Wawasan Dan Aplikasi Teknologi,3,0,0,0,0,A,Logical Thinking
1931108,ganjil,2020,3SIMB,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931108,ganjil,2020,3SIMB,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931108,ganjil,2020,3SIMB,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931108,ganjil,2020,3SIMB,SI00266,Perintisan Startup Business,2,0,0,0,0,A,Startup
1931108,ganjil,2020,3SIMB,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
1931108,ganjil,2020,3SIMB,SI00165,Pemograman Web,3,0,0,0,0,A,Website Making
1931109,ganjil,2020,3SIMC,SI00249,Aplikasi Komputer Akuntansi,3,0,0,0,0,A,Basic Programming
1931109,ganjil,2020,3SIMC,SI00232,Kerangka Pengembangan Proyek,3,0,0,0,0,A,Logical Thinking
1931109,ganjil,2020,3SIMC,SI00261,Manajemen Dan Proses Bisnis,3,0,0,0,0,A,Manajemen 
1931109,ganjil,2020,3SIMC,SI00162,Pemograman Basis Data,3,0,0,0,0,A,Basis Data
