npm,bank_id,nama_kegiatan,tingkat_kegiatan,tanggal_kegiatan
2231154,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2131035,16834,"The 4th National Conference Community Service Project (NaCoSPro) 2022 ""Sinergi Pengabdian Masyarakat dalam Pengembangan  Kemitraan Berbasis Inteks Menuju Masyarakat Intelektual dan Inovatif""",national,08/24/2022
2231021,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231102,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231102,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),national,05/13/2023
2231030,18469,"<i>Info Session (Local): 2+2 Program to Nanjing Xiaozhuang University, China</i> (UIB)",lokal,03/15/2023
2231030,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231030,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,03/17/2023
2231030,18470,"Sastra Cinta dalam Warna (SCDW) IV (Nasional) ""Merajut Bakat seni dengan Imajinasi yang Melampaui Batas"" (UKM Teater Warna UIB)",national,03/18/2023
2231030,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231030,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231030,17727,Sosialisasi Lokal MBKM Semester Genap 2022/2023 (PBI UIB),lokal,12/17/2022
2231030,18574,Webinar Lokal <i>3D Character Texturing</i> dan <i>Animation</i> (UIB),lokal,04/14/2023
2231030,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231030,18562,<i>Webinar (Local) Mobile Programming using React and Swift: a Case Study</i> (UIB),lokal,04/14/2023
2231143,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231018,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231143,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231018,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231143,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231143,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231018,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231143,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231018,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231018,18103,Malam Keakraban (Makrab) Lokal (HMPS Sistem Informasi UIB),lokal,01/14/2023
2231018,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231018,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231032,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231187,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231187,18534,Audiensi dan Sosialisasi (Lokal) Seleksi Pertukaran Pemuda Antar Negara Tahun 2023 (UIB),lokal,04/05/2023
2231187,18237,<i>Webinar (National) Jumpstart Your Career: Leveraging LinkedIn for Students & Fresh Graduates</i> (UIB),national,02/11/2023
2231187,18491,<i>Webinar (National): Find the Leader in You</i> (UIB),national,03/18/2023
2231187,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231187,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231082,18491,<i>Webinar (National): Find the Leader in You</i> (UIB),national,03/18/2023
2231082,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,03/17/2023
2231082,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231082,18469,"<i>Info Session (Local): 2+2 Program to Nanjing Xiaozhuang University, China</i> (UIB)",lokal,03/15/2023
2231082,18562,<i>Webinar (Local) Mobile Programming using React and Swift: a Case Study</i> (UIB),lokal,04/14/2023
2231082,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231082,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231082,18492,<i>UIB Talent Show 2023 (Local)</i> UKM Band dan UKM Tari UIB,lokal,02/18/2023
2131012,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231078,18580,"Seminar Lokal <i>""Financial Planning for a Better Millennial Generation""</i> (UIB)",lokal,04/11/2023
2231078,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231078,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231031,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231031,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2131117,18474,<i>Seminar (Local) Introducing to Linux Empowering the Digital Revolution</i> (UIB),lokal,03/01/2023
1931096,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031010,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031029,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031032,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031034,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031042,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031043,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031056,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031060,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031067,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031071,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031076,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031079,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031090,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031094,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031095,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031100,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031101,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031105,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031110,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031113,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031115,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031132,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031136,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2031137,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2131012,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2131041,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2131075,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2131077,11505,Certificate in Digital Marketing (Logical Operations),international,05/21/2023
2131048,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,03/17/2023
2131048,18574,Webinar Lokal <i>3D Character Texturing</i> dan <i>Animation</i> (UIB),lokal,04/14/2023
2231078,17934,<i>Fun Game (Local) 3x3 Internal Cup</i> (Universitas Internasional Batam Basketball Club),lokal,11/20/2022
2231078,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231075,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231075,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231053,17798,"Seminar Lokal <i>""AWS Jam""</i> (UIB)",lokal,11/23/2022
2231053,18103,Malam Keakraban (Makrab) Lokal (HMPS Sistem Informasi UIB),lokal,01/14/2023
2231053,15576,"<i>Info Session (International): 3+2 Ming Chi University of Technology, Taiwan</i>",lokal,02/02/2023
2231053,18238,Sosialisasi Lokal IISMA 2023 (UIB),lokal,02/11/2023
2231053,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231053,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,03/17/2023
2231053,18470,"Sastra Cinta dalam Warna (SCDW) IV (Nasional) ""Merajut Bakat seni dengan Imajinasi yang Melampaui Batas"" (UKM Teater Warna UIB)",lokal,03/18/2023
2231053,18469,"<i>Info Session (Local): 2+2 Program to Nanjing Xiaozhuang University, China</i> (UIB)",lokal,03/15/2023
2231053,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231053,18534,Audiensi dan Sosialisasi (Lokal) Seleksi Pertukaran Pemuda Antar Negara Tahun 2023 (UIB),lokal,04/05/2023
2231053,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231053,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231053,17977,Sosialisasi Lokal Program MBKM Semester Genap 2022/2023 (ADC UIB),lokal,12/17/2022
2231074,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231074,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231074,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231074,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231021,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231154,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231154,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231154,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231031,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231154,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",international,05/24/2023
2231154,18617,"Seminar (Lokal) ""Keluarga Buddhis Bahagia dan Sejahtera""",lokal,05/18/2023
2131012,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231021,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2231206,2646,Chinese Proficiency Test (HSK),international,02/27/2022
2231207,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231207,16625,"Student Exchange Program at Chang Gung University, Taiwan",international,02/23/2023
2231207,18474,<i>Seminar (Local) Introducing to Linux Empowering the Digital Revolution</i> (UIB),lokal,03/01/2023
2231207,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231207,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231207,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",international,05/24/2023
2231207,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2031064,17058,Leadership Ethics and Integrity: A Comprehensive Guide! Course (Udemy),lokal,10/21/2022
2231040,18238,Sosialisasi Lokal IISMA 2023 (UIB),lokal,02/11/2023
2231040,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231040,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231040,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2031152,13475,"The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The COVID-19 Pandemic""",national,08/25/2021
2031175,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,02/06/2022
2031152,17797,"Seminar Lokal <i>""How to Plan Your Journey in IT with AWS Academy""</i> (UIB)",lokal,11/22/2022
2031152,18039,Seminar Lokal Metode Penelitian Kuantitatif: Penggunaan SEM dengan Program Amos Graphic (UIB),lokal,12/22/2022
2131002,18186,"<i>International Seminar ""The Role of Muslim Youth for Strengthening Diversity in ASEAN""</i> (UIB)",international,12/23/2022
2031152,18574,Webinar Lokal <i>3D Character Texturing</i> dan <i>Animation</i> (UIB),lokal,04/14/2023
2131002,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2031152,18534,Audiensi dan Sosialisasi (Lokal) Seleksi Pertukaran Pemuda Antar Negara Tahun 2023 (UIB),lokal,04/05/2023
2131002,18534,Audiensi dan Sosialisasi (Lokal) Seleksi Pertukaran Pemuda Antar Negara Tahun 2023 (UIB),lokal,04/05/2023
2131002,18574,Webinar Lokal <i>3D Character Texturing</i> dan <i>Animation</i> (UIB),lokal,04/14/2023
2031152,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2131002,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2131002,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2131002,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,05/26/2023
2031071,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/29/2022
2031071,17058,Leadership Ethics and Integrity: A Comprehensive Guide! Course (Udemy),lokal,09/14/2022
2031087,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2031164,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2231155,3508,HTML Course (SoloLearn),lokal,05/06/2022
2231155,2761,CSS Course (SoloLearn),lokal,05/28/2022
2231077,18575,"<i>Management Talkshow (Local) ""Consumer and Their Choices""</i> (UIB)",lokal,04/13/2023
2231155,16456,Web Development Fundamentals Course (SoloLearn),lokal,07/29/2022
2231077,18597,"Kajian Ramadhan (Lokal) “Bulan Ramadhan sebagai Sarana Peningkatan Ibadah
untuk Membangun Karakter Generasi Muda Islami” (UIB)",lokal,04/16/2023
2231155,16067,React + Redux Course (Sololearn),lokal,08/20/2022
2231155,16889,Webinar Developing Skills: Why We Should Choose You?,national,08/30/2022
2231077,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231155,16919,Webinar Developing Skills: Find Out about Work Rules!,national,09/01/2022
2231075,18641,"Seminar (Lokal) <i>""Blockchain Technology and Its Impact""</i> (UIB)",lokal,05/26/2023
2231077,17679,"The 2nd UIB Virtual Job Fair 2022: Career Hacks Webinar: Get ready for MBKM Industrial Internship ""Communication Hacks to Boost Your Career""",national,11/09/2022
2231075,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231077,18237,<i>Webinar (National) Jumpstart Your Career: Leveraging LinkedIn for Students & Fresh Graduates</i> (UIB),national,02/11/2023
2231077,18491,<i>Webinar (National): Find the Leader in You</i> (UIB),national,03/18/2023
2231077,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231022,18079,"Seminar Lokal ""Kiat-Kiat Sukses Bekerja di Industri Pariwisata"" (UIB)",lokal,12/14/2022
2231022,18080,"Seminar Lokal ""Peran Akademisi dan Praktisi dalam Perencanaan Pembangunan dan Pengelolaan <i>Real Estate</i>"" (UIB)",lokal,12/14/2022
2231022,18502,<i>J-Club Language Class (Local) “Daily Japanese Language: Date and Time”</i> (UKM JClub UIB),lokal,02/11/2023
2231022,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231022,18356,"<i>Info Session (Local): Student Exchange Program to Chang Gung University, 2023</i>",lokal,02/23/2023
2231022,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,03/17/2023
2231022,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231022,18534,Audiensi dan Sosialisasi (Lokal) Seleksi Pertukaran Pemuda Antar Negara Tahun 2023 (UIB),national,04/05/2023
2231022,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231022,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231022,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2231022,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231022,18642,"Seminar (Lokal) ""Blockchain Technology and Its Impact"" (UIB)",lokal,05/26/2023
2231022,18237,<i>Webinar (National) Jumpstart Your Career: Leveraging LinkedIn for Students & Fresh Graduates</i> (UIB),national,02/11/2023
2231022,18491,<i>Webinar (National): Find the Leader in You</i> (UIB),national,03/18/2023
2231022,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231022,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231077,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231077,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2231077,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231077,18641,"Seminar (Lokal) <i>""Blockchain Technology and Its Impact""</i> (UIB)",lokal,05/26/2023
2031016,18562,<i>Webinar (Local) Mobile Programming using React and Swift: a Case Study</i> (UIB),lokal,04/14/2023
2031016,18641,"Seminar (Lokal) <i>""Blockchain Technology and Its Impact""</i> (UIB)",lokal,05/26/2023
2031016,18616,"<i>Closing for 1st International Engineering Fest ""Ideas and Creativity of Using Technology Innovatively"" <i/>(UIB)",lokal,05/24/2023
2231211,17798,"Seminar Lokal <i>""AWS Jam""</i> (UIB)",lokal,11/23/2022
2031087,18562,<i>Webinar (Local) Mobile Programming using React and Swift: a Case Study</i> (UIB),lokal,04/14/2023
2031087,15164,"Welcoming UIB Freshmen Program 2021/2022 ""Unstoppable me!! : Developing Creativity, Resilience, and Professionalism for Z Generation""",lokal,05/31/2022
2231027,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231027,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231050,18469,"<i>Info Session (Local): 2+2 Program to Nanjing Xiaozhuang University, China</i> (UIB)",lokal,03/15/2023
2231050,18356,"<i>Info Session (Local): Student Exchange Program to Chang Gung University, 2023</i>",lokal,02/23/2023
2231050,18350,Kuliah Umum (Lokal) Strategi Keamanan Nasional Menuju Indonesia Sebagai Poros Maritim Dunia (UIB),lokal,02/22/2023
2231050,18103,Malam Keakraban (Makrab) Lokal (HMPS Sistem Informasi UIB),lokal,01/14/2023
2231050,18615,"Seminar (Lokal) <i>Mental Health Awareness Month ""How to Cope With Stress""</i> (UIB)",lokal,05/23/2023
2231050,18482,<i>Roadshow Apple Developer Academy Infinite Learning to UIB (Local)</i>,lokal,03/17/2023
2231050,18641,"Seminar (Lokal) <i>""Blockchain Technology and Its Impact""</i> (UIB)",lokal,05/26/2023
2231050,18464,Sosialisasi Nasional 4 (Empat) Pilar Kebangsaan (UIB),national,03/16/2023
2231050,18593,Sosialisasi Lokal MBKM Ganjil 2023/2024 (UIB),lokal,05/14/2023
2231050,17977,Sosialisasi Lokal Program MBKM Semester Genap 2022/2023 (ADC UIB),lokal,12/17/2022
2231050,18594,<i>Webinar (Local) Artificial Intelligence “A Brief Explanation of ChatGPT”</i> (UIB),lokal,05/13/2023
2231050,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231050,18491,<i>Webinar (National): Find the Leader in You</i> (UIB),national,03/18/2023
2231050,18237,<i>Webinar (National) Jumpstart Your Career: Leveraging LinkedIn for Students & Fresh Graduates</i> (UIB),national,02/11/2023
2231050,18592,<i>Webinar (National): Maximize Your Professional Performance with Digital Marketing Skills</i> (UIB),national,05/13/2023
2231044,18237,<i>Webinar (National) Jumpstart Your Career: Leveraging LinkedIn for Students & Fresh Graduates</i> (UIB),national,02/11/2023
2231044,18542,<i>Webinar (National) Develop Your Critical Thinking and Be Brave to Reach Your Own Decisions</i> (UIB),national,04/08/2023
2231044,18491,<i>Webinar (National): Find the Leader in You</i> (UIB),national,03/18/2023
2031016,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
2031016,12814,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Pendahuluan ,lokal,03/28/2021
2031016,12813,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Tinjauan Pustaka ,lokal,04/03/2021
2031016,12812,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Melakukan Parafrase ,lokal,04/04/2021
1931125,10346,"Webinar Nasional ""Series IT Impact on Society : Impact on Personal Life""",national,12/05/2020
1931125,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931045,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931125,10371,"Webinar Nasional ""The A-Z Bazaar and Event Organizers""",national,11/29/2020
1931045,10371,"Webinar Nasional ""The A-Z Bazaar and Event Organizers""",national,11/29/2020
1931045,6578,"Seminar ""Technology for Improving Your Learning Skills""",lokal,11/13/2020
1931125,4199,"Kegiatan ""Sosialisasi dan Penandatangan Kerja Sama MBKM"" (Peresmian Implementasi Kebijakan MBKM di Lingkungan Universitas Internasional Batam)",lokal,11/30/2020
1931045,4199,"Kegiatan ""Sosialisasi dan Penandatangan Kerja Sama MBKM"" (Peresmian Implementasi Kebijakan MBKM di Lingkungan Universitas Internasional Batam)",lokal,11/30/2020
1931045,1851,Students Webinar : Social Innovation and Entrepreneurship 2020,international,10/06/2020
1931125,1851,Students Webinar : Social Innovation and Entrepreneurship 2020,international,10/06/2020
1931125,6739,"Seminar Daring Nasional : ""Let""s Start Up and Recreate Ideas in New Normal Era""",national,10/31/2020
1931154,5905,Pemilihan Kepala Daerah 2020,provinsi,12/09/2020
1931154,6884,Seminar International Career Preparation Glints,international,02/27/2020
1931154,6739,"Seminar Daring Nasional : ""Let""s Start Up and Recreate Ideas in New Normal Era""",lokal,10/31/2020
1931154,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/28/2020
1931154,10694,"Webinar Online : ""Kepemudaan Millenial Kepri""",lokal,11/08/2020
1931154,8798,"Webinar ""Peranan dan Implikasi Teknologi Informasi dalam Akuntansi dan Manajemen""",lokal,11/04/2020
1931154,6767,Webinar: Emotional Intelligence: Successful Guide for Your Relationship & Career Goals,national,11/07/2020
1931154,11245,Webinar: Accelerating Development with Docker & Docker-Compose,national,10/17/2020
1931154,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
1931154,6692,Seminar Creative Film Animation,lokal,11/30/2019
1931035,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
2031094,12056,"Seminar Nasional Kebangsaan ""Peran Serta Mahasiswa dalam Rangka Meningkatkan Nasionalisme Kebangsaan Guna Mendukung Pelaksanaan Pilkada Serentak 2020 yang Aman Tertib dan Damai di Provinsi Kepulauan Riau""",national,08/27/2020
2031094,8142,Study in China: How to Apply and What to Prepare?,international,09/28/2020
2031094,9939,Webinar Internasional : Knowing More: Study and Survive Abroad,international,09/21/2020
2031094,10527,"Webinar Nasional Memperingati Hari Kesehatan Mental Sedunia ""Mahasiswa Berjiwa Sehat, Bermental Kuat""",national,10/10/2020
2031094,1162,Seminar Online Nasional: Kupas Tuntas PKM Dari Lolos Didanai Hingga Raih Medali PIMNAS ,national,08/30/2020
2031094,10224,"Webinar Nasional ""How Do I Survive and Get Out of This Anxienty Disorders""",national,09/26/2020
2031094,3519,"Human Webinar ""Cukupkan Lukamu""",national,09/20/2020
2031094,9699,"Webinar Digital Talkshow #14 ""Strategi Membuat Konten Marketing""",national,09/27/2020
2031094,4260,"Kegiatan Seminar Pacaran Kristen: ""Bagaimana Ku Mengenal Dia Dalam Dia""",lokal,10/31/2020
2031094,1972,Virtual Gathering Crown Of Glory 2020: Be Careful and Love Yourself,lokal,10/17/2020
2031094,10462,"Webinar Nasional dengan tema ""How Do Youth Manage Stress In This Pandemic""",national,09/19/2020
2031094,8802,"Webinar "" Sex and Spirituality in Youth""",national,11/08/2020
2031094,2130,"Webinar Nasional ""Mengapresiasi Diri Secara Ideal""",national,09/05/2020
2031094,10346,"Webinar Nasional ""Series IT Impact on Society : Impact on Personal Life""",national,12/05/2020
2031094,12070,Webinar Untuk Wartawan Perspektif Global dan Nasional Kondisi Perempuan di Tengah Pandemi,national,11/10/2020
2031094,8789,Webinar : Investasi Asik dan Menguntungkan di Era New Normal Bersama PT Pengadaian (PERSERO) Area Batam,lokal,08/28/2020
2031166,1739,Microsoft Technology Associate - System Development Fundamental (Quadra Luminary),international,01/31/2021
2031044,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,04/17/2021
